,web-scraper-order,web-scraper-start-url,pagination,pagination-href,price,kunstenaar,beschrijving,image-src,url,detail_page,detail_page-href,height_painting_cm,width_painting_cm,condition,technique,signed,framed,height_frame_cm,width_frame_cm,period,style,subject,name,file_path
511,1607958546-4134,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",198,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=2364&q=filter&limit=12&status=sold&sort=enddate,d",170.0,Bob Immink (1930-1989),"Bob Immink is geen onbekende in de Zaan. Zelf Amsterdammer van geboorte, verhuisde hij op 37-jarige leeftijd naar een vrijstaand huis in Ilpendam met een mooi uitzicht over de weidegebieden van het Waterlandse polderland. Dat landschap werd door hem vele malen vastgelegd in olieverfschilderijen met de karakteristieke brede penseellijn. Het werk werd zo populair dat de kunstuitleen belangstellenden vaak moest teleurstellen. Het werk was uitgeleend en kwam vaak niet eens meer terug omdat de leners kopers werden.Immink was niet alleen schilder van het Zaans/Waterlandse landschap. Hij heeft in zijn leven heel veel gereisd en overal maakte hij schetsen en schilderijen van het landschap: Griekse tempels, Amerikaanse berglandschappen, woestijnen, verlaten dorpjes in de Spaanse vlaktes enz.",https://images.kunstveiling.nl/tmp-3f61d5ae31f4fb351cd4c516b37770ee-bob-immink_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/waterkant-met-dorp/261859"",",Bekijk item,https://www.kunstveiling.nl/items/bob-immink-waterkant-met-dorp/261859,69.0,79.0,Zeer Goed,Olieverf,Handgesigneerd,Ingelijst,71.0,81.0,1945 t/m 1999,Impressionistisch,Landschap,Bob Immink - Waterkant met dorp,..\data\0511.png
512,1607955104-2642,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",23,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=264&q=filter&limit=12&status=sold&sort=enddate,d",150.0,Jos van Dijk (1913-2000),"C4656, Joop van Dijk, Vissersboten aan het strand, olie op doek, r.o. gesigneerd, doekmaat 60 x 80 cm, lijstmaat 76 x 96 cm.


Dit werk is op te halen op onze locatie in Nieuwersluis. 
Voor verzendingen zijn we afhankelijk van koeriers.
Voor meer informatie over de conditie van dit werk kunt u contact met ons opnemen.",https://images.kunstveiling.nl/tmp-7625f7e64f788961a1240f8b3f9f1c70-jos-van-dijk_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/c4656-vissersboten-aan-het-strand/301786"",",Bekijk item,https://www.kunstveiling.nl/items/jos-van-dijk-c4656-vissersboten-aan-het-strand/301786,60.0,80.0,Redelijk,Olieverf,Handgesigneerd,Ingelijst,76.0,96.0,1945 t/m 1999,Impressionistisch,Zeegezicht,Jos van Dijk - C4656 - Vissersboten aan het strand,..\data\0512.png
513,1607953359-1882,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",207,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=2472&q=filter&limit=12&status=sold&sort=enddate,d",110.0,Henri Joseph Pauwels (1903-1983),"LET OP: Dit item wordt geveild door Kunstveiling in opdracht van de inbrenger. Voor items aangeboden door de Veilingmeester of Veilingmeester_Collecties zelf, gelden de volgende speciale voorwaarden.



Toeslag: Op deze werken zit een toeslag voor de koper van 10,- euro per gewonnen item. Deze toeslag geldt alleen voor werken aangeboden door de Veilingmeester. Zie hiervoor ook onze veilingregels.
Passe-partout/lijsten: Beschadigingen aan lijsten worden niet beschreven. Indien een werk achter glas is ingelijst en het glas kapot is, zal dit wel vermeld worden. Passe-partouts worden op geen enkele manier gegarandeerd en ook niet altijd meegezonden. Alleen als een werk niet uit het passe-partout te halen is, zal dit vermeld worden.
Afhandeling: Wanneer u de hoogste bieder bent, ontvangt u na afloop van de veiling per e-mail van ons een factuur voor de aangekochte werken. Hierin vindt u de details m.b.t. de betaling. Werken kunnen op werkdagen tussen 09.15 - 17.15 uur worden afgehaald op het kantoor van Kunstveiling in Amsterdam-Zuidoost. Als u uw aankoop afhaalt, betaalt u geen extra kosten.
Bezichtigen: Het is ook mogelijk om dit werk vooraf te bezichtigen. Ondanks de aankoopgarantie van Kunstveiling waar uw werk onder valt, kunt u het werk bekijken voordat u een bod uitbrengt. Bezichtigen kan op de vestiging van Kunstveiling in Amsterdam-Zuidoost op werkdagen tussen 09.15 - 17.15 uur.
Vragen: Wij streven ernaar zo veel mogelijk informatie te geven in de veilingomschrijving. Heeft u echter nog vragen, gebruik dan de button ‘Vraag de verkoper’ om contact met ons op te nemen. Andere items die wij aanbieden, kunt u bekijken door op de naam van de verkoper te klikken.


Administratieve code:


QQLAR",https://images.kunstveiling.nl/tmp-15ad32ab88bf709d5c0f5aa4495aabc7-henri-joseph-pauwels_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/olieverf-op-doek-sneeuwlandschap/271724"",",Bekijk item,https://www.kunstveiling.nl/items/henri-joseph-pauwels-olieverf-op-doek-sneeuwlandschap/271724,62.0,95.0,Goed,Olieverf,Handgesigneerd,Ingelijst,76.0,110.0,1900 t/m 1944,Impressionistisch,Landschap,"Henri Joseph Pauwels - Olieverf op doek, Sneeuwlandschap",..\data\0513.png
514,1607956452-3227,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",94,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=1116&q=filter&limit=12&status=sold&sort=enddate,d",450.0,Pieter Daniel Dik (1943-1984),"C4726-4, Pieter Daniel Dik, Bloemen plukken, olie op doek
rechtsonder gesigneerd, doekmaat 90 x 60.5 cm, lijstmaat 104 x 74 cm



Dit werk is op te halen op onze locatie in Nieuwersluis. 
Voor verzendingen zijn we afhankelijk van koeriers.
Voor meer informatie over de conditie van dit werk kunt u contact met ons opnemen.",https://images.kunstveiling.nl/tmp-a6aec20e2200b65c7a0fdb70f6f6c28e-pieter-daniel-dik_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/c4726-4-bloemen-plukken-olieverf/306307"",",Bekijk item,https://www.kunstveiling.nl/items/pieter-daniel-dik-c4726-4-bloemen-plukken-olieverf/306307,90.0,60.0,Redelijk,Olieverf,Handgesigneerd,Ingelijst,104.0,74.0,1945 t/m 1999,Impressionistisch,Figuren,"Pieter Daniel Dik - C4726-4, Bloemen plukken, olieverf",..\data\0514.png
515,1607956478-3238,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",93,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=1104&q=filter&limit=12&status=sold&sort=enddate,d",1800.0,Kees Bastiaans (1909-1986),"C4724-9, K. Bastiaans, De ontmoeting
Olieverf op doek, rechtsonder gesigneerd, werk uit de jaren '60

Doekmaat 80 x 90 cm, lijstmaat 82 x 92 cm.



Dit werk is op te halen op onze locatie in Nieuwersluis. 
Voor verzendingen zijn we afhankelijk van koeriers.
Voor meer informatie over de conditie van dit werk kunt u contact met ons opnemen.",https://images.kunstveiling.nl/tmp-d66d1852b7a6aa1f03aa96ef18916c99-kees-bastiaans_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/c4724-9-de-ontmoeting/306907"",",Bekijk item,https://www.kunstveiling.nl/items/kees-bastiaans-c4724-9-de-ontmoeting/306907,80.0,90.0,Redelijk,Olieverf,Handgesigneerd,Ingelijst,82.0,92.0,1945 t/m 1999,Expressionistisch,Figuren,Kees Bastiaans - C4724-9 - De ontmoeting,..\data\0515.png
516,1607955390-2766,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",36,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=420&q=filter&limit=12&status=sold&sort=enddate,d",375.0,Jan Bevort (1917-1996),"Jan Bévort werd geboren in Utrecht in 1917 en overleed hier in 1996.
Opleiding: Artibus Academie in Utrecht en lessen van Chris Agterberg en G. Nijenhuis.
Bekend voor naturalistische landschappen, uitgevoerd met paletmes.
Werkzaam in Schoorl omstreeks 1960.
Schilder van marines, stadsgezichten, plasgezichten en stillevens.",https://images.kunstveiling.nl/tmp-292dc87122ec2260212143549233bbaf-jan-bevort_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/bloemenmarkt-amsterdam/319556"",",Bekijk item,https://www.kunstveiling.nl/items/jan-bevort-bloemenmarkt-amsterdam/319556,70.0,80.0,Goed,Olieverf,Handgesigneerd,Ingelijst,87.0,97.0,1945 t/m 1999,Impressionistisch,Stadsgezicht,Jan Bevort - Bloemenmarkt Amsterdam.,..\data\0516.png
517,1607952760-1622,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",284,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=3396&q=filter&limit=12&status=sold&sort=enddate,d",320.0,Hubert De Vries (1899-1979),"Prachtig werk, Uniek werk van Hubert De VriesMooie dikke verfstructuur!In perfecte staat!",https://images.kunstveiling.nl/tmp-a89830bfd8acf503f9c0d789de90d658-hubert-de-vries_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/de-wonderbaarlijke-watervangst/247928"",",Bekijk item,https://www.kunstveiling.nl/items/hubert-de-vries-de-wonderbaarlijke-watervangst/247928,101.0,85.0,Zeer Goed,Olieverf,Handgesigneerd,Ingelijst,104.0,88.0,1945 t/m 1999,Expressionistisch,Figuren,Hubert De Vries - De Wonderbaarlijke Watervangst,..\data\0517.png
518,1607959158-4399,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",224,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=2676&q=filter&limit=12&status=sold&sort=enddate,d",895.0,Karel Bleijenberg (1913-1981),"Fraai groot werk, olieverf op doek, van Karel Blijenberg.
Het werk is gemonogrameerd aan de voorzijde en voluit gesigneerd op de achterzijde.
De houten lijst is door de kunstenaar aangebracht.



Karel Bleijenberg ontving zijn opleiding aan de Koninklijke Academie v. Beeldende Kunsten ten Den Haag, o.l.v. Henk Meijer en was leerling en bevriend met Joop Kropff. Hij schilderde en aquarelleerde aanvankelijk kleurrijke landschappen en havens in het zuiden van Frankrijk en Spanje, gezichten op dorpjes, schepen op het strand, portretten en enkele stillevens. Later ging hij over tot een abstractere expressie. Karel Bleijenberg woonde en werkte enige tijd in Parijs en Amsterdam en na 1937 weer in Den Haag, o.a. in de bekende Mallemolen. Hij was lid van Pulchri Studio en van de Haagse Kunstkring. Hij wordt gerekend tot de Nieuwe Haagse School. Ook was hij lid van de Posthoorngroep.",https://images.kunstveiling.nl/tmp-4dc80d65e6682af989c763bcd3969a2a-karel-bleijenberg_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/groot-abstract-olieverf-op-doek/269006"",",Bekijk item,https://www.kunstveiling.nl/items/karel-bleijenberg-groot-abstract-olieverf-op-doek/269006,100.0,70.0,Goed,Olieverf,Handgesigneerd,Ingelijst,102.0,72.0,1945 t/m 1999,Expressionistisch,Abstract,Karel Bleijenberg - groot abstract olieverf op doek.,..\data\0518.png
519,1607960812-5118,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",308,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=3684&q=filter&limit=12&status=sold&sort=enddate,d",241.0,Maurits Verbist (1913-1984),"Uit Arto: 

VERBIST Maurits 
Maurits Verbist, Neerijse 1913 - Veltem-Beisem 1984. Postexpressionistisch schilder, aquarellist en tekenaar van landschappen, marines, het landelijke leven, figuren, naakten en stillevens. Opleiding aan de Academies van Schaarbeek, Sint-joost-ten-Node, Sint-Lambrechts-Woluwe en aan Ter Kameren. Het volksleven bekleedt een belangrijke plaats in zijn oeuvre. Bevriend met E. Tytgat. Leidt vanaf 1950 het vrije tekenatelier van Sint-Lambrechts-Woluwe en breidt het uit met een grafiekatelier in 1952. Maakt tijdens de laatste jaren talrijke buitenlandse reizen, die hem sterk inspireren en zijn kleurenpalet beïnvloeden.",https://images.kunstveiling.nl/tmp-83f6fd2d19cf5638b10c50538d7bb36a-maurits-verbist_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/adembenemend-olieverf-landschap-namiddag-van-de-laatste-vlaams-expressionist/246475"",",Bekijk item,https://www.kunstveiling.nl/items/maurits-verbist-adembenemend-olieverf-landschap-namiddag-van-de-laatste-vlaams-expressionist/246475,50.0,60.0,Goed,Olieverf,Handgesigneerd,Ingelijst,65.0,75.0,1945 t/m 1999,Expressionistisch,Landschap,"Maurits Verbist - Adembenemend olieverf ""Landschap namiddag"" van ""de laatste Vlaams Expressionist""",..\data\0519.png
520,1607953634-2002,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",172,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=2052&q=filter&limit=12&status=sold&sort=enddate,d",200.0,Adrianus Kuijpers (1862-1945),"Fraai olieverf van de beroemde landschapsschilder Adrianus Kuijpers die leerling was van de Quellinusschool te Amsterdam en van zijn vader Jan Kuijpers.Hij schilderde in de stijl van de Haagse school en werkte in de omgeving van Gorinchem, Amsterdam en in 


Noord-Brabant.Was lid van Arti et Amicitiae te Amsterdam. 

Foto's bij kunstlicht en daglicht.

Zie extra info achterop het schilderij.",https://images.kunstveiling.nl/tmp-5f6f245630792d7320589e1f38fc483e-adrianus-kuijpers_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/molen-aan-de-rand-van-een-stad/278888"",",Bekijk item,https://www.kunstveiling.nl/items/adrianus-kuijpers-molen-aan-de-rand-van-een-stad/278888,24.0,30.0,Goed,Olieverf,Handgesigneerd,Ingelijst,38.0,48.0,1900 t/m 1944,Klassiek,Landschap,Adrianus Kuijpers - Molen aan de rand van een stad,..\data\0520.png
521,1607959027-4342,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",217,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=2592&q=filter&limit=12&status=sold&sort=enddate,d",300.0,Frits van Eeden (1944),"Mooi groot werk van Frits van Eeden. Maakt deel uit van een tweeluik, waarvan de andere helft ook geveild wordt. Het werk wordt geleverd in een baklijst.",https://images.kunstveiling.nl/tmp-f0368d479e8c3d42dcf6a94d3524f405-frits-van-eeden_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/groot-schilderij-van-paard-12/260155"",",Bekijk item,https://www.kunstveiling.nl/items/frits-van-eeden-groot-schilderij-van-paard-12/260155,120.0,80.0,Goed,Acryl,Handgesigneerd,Ingelijst,126.0,86.0,1945 t/m 1999,Modern,Dieren,Frits van Eeden - Groot schilderij van paard (1/2),..\data\0521.png
522,1607957149-3528,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",129,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=1536&q=filter&limit=12&status=sold&sort=enddate,d",175.0,Jan Groenestein (1919-1971),"C4575-5, Jan Groenestein, dood paard, gemengde techniek op papier, r.o. gesigneerd, beeldmaat 27,5 x 35 cm, lijstmaat 41,5 x 49 cm.


Dit werk is op te halen op onze locatie in Nieuwersluis. 
Voor verzendingen zijn we afhankelijk van koeriers.
Voor meer informatie over de conditie van dit werk kunt u contact met ons opnemen.",https://images.kunstveiling.nl/tmp-0f0f0430ad655d0d7f856f7994149e65-jan-groenestein_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/c4575-5-dood-paard/296327"",",Bekijk item,https://www.kunstveiling.nl/items/jan-groenestein-c4575-5-dood-paard/296327,27.0,35.0,Redelijk,Gemengde Techniek,Handgesigneerd,Ingelijst,41.0,49.0,1945 t/m 1999,Impressionistisch,Dieren,Jan Groenestein - C4575-5 - Dood paard,..\data\0522.png
523,1607959817-4685,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",261,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=3120&q=filter&limit=12&status=sold&sort=enddate,d",401.0,Coba Surie (1879-1970),"over de kunstenaar 
Jacoba Surie, ook Coba Surie, was een Nederlands kunstschilderes. Ze behoorde tot schildersgroep de Amsterdamse Joffers. 
Surie werd in 1879 in Amsterdam geboren als dochter van de makelaar Hendrik Carel Surie en Sara Johanna Lingeman. Zij werd opgeleid aan de Rijksakademie van beeldende kunsten eveneens te Amsterdam. Met Ans van den Berg, ook een van de Amsterdamse Joffers, deelde zij een huis en een atelier aan de Keizersgracht. Met haar maakten ze diverse reizen zowel in Nederland als daarbuiten. 
Het werk van Surie werd meermalen bekroond. In 1913 won zij de Willink van Collenprijs en in 1929 de gouden medaille van koningin Wilhelmina. Surie werd vooral beroemd om haar stillevens, die uitmunten in tonaliteit.",https://images.kunstveiling.nl/tmp-c4f4601a8cbb97be232b0b7265508b23-coba-surie_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/fraai-verstild-omstreeks-1920-geschilderd-gevarieerd-keukenstilleven-gesign/259010"",",Bekijk item,https://www.kunstveiling.nl/items/coba-surie-fraai-verstild-omstreeks-1920-geschilderd-gevarieerd-keukenstilleven-gesign/259010,33.0,39.0,Goed,Olieverf,Handgesigneerd,Ingelijst,40.0,46.0,1900 t/m 1944,Impressionistisch,Stilleven,"Coba Surie - Fraai verstild omstreeks 1920 geschilderd gevarieerd ""Keuken""stilleven - gesign.",..\data\0523.png
524,1607958599-4157,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",197,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=2352&q=filter&limit=12&status=sold&sort=enddate,d",122.0,Peter Klashorst (1957),"Mooi schilderij van Peter Klashorst 
Acrylverf op linnen, gesigneerd en in goede staat.",https://images.kunstveiling.nl/tmp-339fa0ab3c0d94f4ff0efcb4549bd5e3-peter-klashorst_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/portret/277743"",",Bekijk item,https://www.kunstveiling.nl/items/peter-klashorstportret/277743,74.0,74.0,Zeer Goed,Acryl,Handgesigneerd,Ingelijst,86.0,86.0,2000 t/m Heden,Modern,Portret,"Peter Klashorst - "" Portret """,..\data\0524.png
525,1607955094-2637,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",23,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=264&q=filter&limit=12&status=sold&sort=enddate,d",160.0,Thomas John Banks (1828-1896),"Prachtig werk op paneel van Thomas John Banks van een hoefsmid
voor bezichtiging graag afspraak maken op BOERART.COM",https://images.kunstveiling.nl/tmp-89885a13684f67d2e1f09b1be1feea7a-thomas-john-banks_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/hoefsmid-met-paard/277426"",",Bekijk item,https://www.kunstveiling.nl/items/thomas-john-banks-hoefsmid-met-paard/277426,25.0,30.0,Zeer Goed,Olieverf,Handgesigneerd,Ingelijst,42.0,48.0,1800 t/m 1899 (19e Eeuw),Realistisch,Dieren,Thomas John Banks - Hoefsmid met paard,..\data\0525.png
526,1607960450-4961,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",286,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=3420&q=filter&limit=12&status=sold&sort=enddate,d",120.0,Jan Bevort (1917-1996),"C1207
John Bevort
Fazanten aan de bosrand
olieverf op doek
r.o. gesigneerd
Het schilderij is inclusief lijst (zie foto)Dit werk kan worden opgehaald op onze locatie in Nieuwersluis.Voor meer informatie over de conditie, kunt u contact met ons opnemen.",https://images.kunstveiling.nl/tmp-52b09d085d6d72389c060f0626080faa-jan-bevort_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/c1207-fazanten-aan-de-bosrand/226259"",",Bekijk item,https://www.kunstveiling.nl/items/jan-bevort-c1207-fazanten-aan-de-bosrand/226259,80.0,60.0,Goed,Olieverf,Handgesigneerd,Ingelijst,97.0,76.0,1945 t/m 1999,Impressionistisch,Dieren,Jan Bevort - C1207 - Fazanten aan de bosrand,..\data\0526.png
527,1607957568-3710,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",150,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=1788&q=filter&limit=12&status=sold&sort=enddate,d",300.0,Everett Watson Mellor (1878-1965),"Ik bied te koop aan :een prachtig werk van de bekende Engelse schilder Everett Watson Mellor:
uit de reeks :The Scottish Highlands :Loch Lomond , in de oorspronkelijke vergulde Art Nouveau lijst .Wanneer u de naam van de schilder opzoekt op wikipedia of invaluable zult u merken dat deze werken verkocht worden voor minstens 1200 pond .",https://images.kunstveiling.nl/tmp-c495eb3542e1142e89eea3e5522bb704-everett-watson-mellor_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/the-scottish-highlands-loch-lomond/290609"",",Bekijk item,https://www.kunstveiling.nl/items/everett-watson-mellor-the-scottish-highlands-loch-lomond/290609,25.0,45.0,Zeer Goed,Olieverf,Handgesigneerd,Ingelijst,34.0,54.0,1900 t/m 1944,Klassiek,Landschap,Everett Watson Mellor - The Scottish Highlands :Loch Lomond,..\data\0527.png
528,1607952293-1421,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",341,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=4080&q=filter&limit=12&status=sold&sort=enddate,d",135.0,Leo Spindelaar (1952-2009),"Een groot olieverfschilderij van de Nederlandse kunstenaar Leo Spindelaar (1952-2009). 

-Geschilderd op doek, gespannen op een houten spieraam. 

-Gesigneerd linksonder “Spin”.

-Afmetingen: 160 x 120 cm. 

-Conditie: In zeer goede staat. 

-Herkomst: De toenmalige Gallery Donkersloot.

Zie ook de foto’s.

Kan zo aan de muur.

 

(Gelijktijdig met dit werk bieden wij nog meer werk van Leo
Spindelaar ter veiling aan. Klik hiervoor op “Alle items van deze
aanbieder”).

 

Informatie over de kunstenaar:

Leo Spindelaar (“Spin”), geboren 12 november 1952 en overleden 18
oktober 2009, kunstenaar, schilder.

Leo Spindelaar was sinds 1996 jaar fulltime schilder.
Daarvoor was hij werkzaam als visagist en stylist voor reclamebureaus en
televisieproducenten. Door zijn vriendschap met Herman Brood is hij met de schilderkunst in contact gekomen en werd
schilderen zijn passie.

Ook is hij de biologische vader van Holly Mae Brood, de dochter van Xandra Brood.
Omdat ze geboren werd binnen het huwelijk van haar moeder met Herman Brood
draagt ze officieel de achternaam Brood. 

 

Afhandeling:

LET OP
a.u.b.:   

-Het werk zal afgehaald moeten worden (in Lisse,
Zuid-Holland). 

Vanwege het
formaat kan dit werk niet verzonden worden.

-U kunt ook gebruikmaken van de gespecialiseerde koeriersdienst van
Kunstveiling: “Swift koeriers”.

(zie de info onderaan deze pagina onder het kopje “Koeriersdienst”)

 

Vragen? Stuur
even een mailtje. 

Kijk ook eens bij onze andere veilingaanbiedingen.",https://images.kunstveiling.nl/tmp-122528a4a7fa199e2c1235864acd3fd5-blob_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/storm-in-een-glas-olieverf-op-doekgroot-ca-2000/237670"",",Bekijk item,https://www.kunstveiling.nl/items/leo-spindelaar-storm-in-een-glas-olieverf-op-doekgroot-ca-2000/237670,160.0,120.0,Zeer Goed,Olieverf,Handgesigneerd,Op Spieraam,160.0,120.0,2000 t/m Heden,Expressionistisch,Abstract,Leo Spindelaar - Storm in een glas... - Olieverf op doek – GROOT - ca 2000,..\data\0528.png
529,1607954852-2532,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",18,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=204&q=filter&limit=12&status=sold&sort=enddate,d",120.0,Antonius Johannes Kristians (1883-1957),"B2514, A Kristians, Landweg met boerderijen, olie op board, boardmaat 38 x 54 cm, lijstmaat 40 x 57 cm.


Dit werk is op te halen op onze locatie in Nieuwersluis. 
Voor verzendingen zijn we afhankelijk van koeriers.
Voor meer informatie over de conditie van dit werk kunt u contact met ons opnemen.",https://images.kunstveiling.nl/tmp-6e37f10e040c06a8b64325268d23f019-antonius-johannes-kristians_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/b2514-landweg-met-boerderijen/321703"",",Bekijk item,https://www.kunstveiling.nl/items/antonius-johannes-kristians-b2514-landweg-met-boerderijen/321703,38.0,54.0,Redelijk,Olieverf,Handgesigneerd,Ingelijst,40.0,57.0,1900 t/m 1944,Impressionistisch,Landschap,"Antonius Johannes Kristians - B2514, Landweg met boerderijen",..\data\0529.png
530,1607959139-4391,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",225,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=2688&q=filter&limit=12&status=sold&sort=enddate,d",200.0,Jaap Sax (1899-1977),"olie op doek, l.o. gesigneerd, rivieroever, doekmaat 50 x 60,5, lijstmaat: 55,5 x 66.

Dit werk is op te halen op onze locatie in Nieuwersluis. 
Voor meer informatie over de conditie van dit werk kunt u contact met ons opnemen.",https://images.kunstveiling.nl/tmp-e2a3c87eb8d8db2ed811c21a66539e0f-jaap-sax_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/c3739-2-rivieroever/269920"",",Bekijk item,https://www.kunstveiling.nl/items/jaap-sax-c3739-2-rivieroever/269920,60.0,50.0,Redelijk,Olieverf,Handgesigneerd,Ingelijst,66.0,55.0,1900 t/m 1944,Impressionistisch,Landschap,Jaap Sax - C3739-2 - Rivieroever,..\data\0530.png
